basements,category_code,central_air,depth,exempt_building,exempt_land,exterior_condition,fireplaces,frontage,garage_spaces,general_construction,homestead_exemption,interior_condition,market_value,number_of_bathrooms,number_of_bedrooms,number_stories,off_street_open,parcel_shape,street_code,taxable_land,total_area,total_livable_area,type_heater,view_type,year_built,zip_code
5,0,0,90.0,80000.0,0.0,4,0,40.0,1.0,7,80000,4,193300.0,1.0,3.0,1.0,3274.0,4,1193,38660.0,3597.0,1493.0,6,6,1965.0,19142.0
7,0,0,70.0,0.0,0.0,4,0,16.0,1.0,7,0,4,126500.0,1.0,3.0,2.0,833.0,4,2840,25300.0,1120.0,1120.0,0,6,1925.0,19149.0
11,0,0,100.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,115600.0,1.0,3.0,2.0,662.0,4,101,23120.0,1516.0,1441.0,6,6,1940.0,19140.0
11,0,0,75.0,0.0,0.0,4,0,15.0,0.0,7,0,5,37000.0,1.0,3.0,1.0,816.0,4,1769,7400.0,1125.0,1260.0,6,6,1920.0,19133.0
3,0,0,49.0,50080.0,12520.0,4,0,14.0,0.0,7,62600,4,62600.0,1.0,3.0,2.0,664.0,4,1647,0.0,690.0,1008.0,6,6,1920.0,19133.0
7,0,1,92.0,0.0,0.0,4,0,18.0,1.0,7,0,4,185800.0,2.0,3.0,2.0,2267.0,4,1630,37160.0,1670.0,1260.0,0,6,1949.0,19150.0
11,1,0,85.0,0.0,0.0,6,0,17.0,0.0,7,0,6,197300.0,0.0,0.0,3.0,2551.0,4,3160,39460.0,1471.0,3348.0,6,7,1915.0,19104.0
0,0,1,51.0,141218.0,0.0,4,0,14.0,0.0,7,0,2,279100.0,1.0,2.0,2.0,1272.0,4,2791,55820.0,714.0,964.0,0,6,1920.0,19148.0
3,0,0,50.0,0.0,0.0,4,0,13.0,0.0,7,0,5,120100.0,1.0,3.0,2.0,880.0,4,1653,24020.0,667.0,992.0,6,6,1920.0,19134.0
11,0,1,59.0,389200.0,0.0,1,0,15.0,0.0,7,0,1,486400.0,0.0,3.0,3.0,2412.0,4,1903,97200.0,885.0,1940.0,6,6,2017.0,19121.0
5,0,0,90.0,80000.0,0.0,4,0,27.0,1.0,7,80000,4,225700.0,0.0,0.0,2.0,2519.0,4,973,45140.0,2442.0,1332.0,6,6,1960.0,19111.0
11,0,0,0.0,0.0,0.0,4,0,0.0,1.0,13,0,4,574000.0,0.0,0.0,1.0,166.0,4,537,80300.0,0.0,1762.0,6,6,1880.0,19106.0
7,0,1,94.0,0.0,0.0,4,0,24.0,1.0,7,0,4,235800.0,1.0,3.0,2.0,2235.0,4,2818,47160.0,2288.0,1358.0,0,6,1950.0,19111.0
5,0,1,104.0,80000.0,0.0,4,0,50.0,1.0,9,80000,4,359800.0,0.0,0.0,2.0,4094.0,4,2348,71900.0,5175.0,1884.0,0,6,1966.0,19116.0
3,0,0,68.0,0.0,0.0,4,0,14.0,0.0,7,0,4,189500.0,1.0,3.0,2.0,398.0,4,111,37900.0,973.0,930.0,1,6,1920.0,19134.0
7,0,0,95.0,0.0,0.0,4,0,16.0,1.0,7,0,3,262400.0,1.0,3.0,2.0,2138.0,4,1828,52480.0,1520.0,1440.0,1,6,1940.0,19119.0
2,0,0,53.0,0.0,0.0,4,0,16.0,0.0,7,0,4,105700.0,1.0,3.0,2.0,1437.0,4,1966,21140.0,843.0,1024.0,0,6,1920.0,19146.0
11,0,1,0.0,0.0,0.0,3,0,0.0,0.0,13,0,3,341400.0,1.0,0.0,1.0,922.0,4,1839,54600.0,0.0,971.0,2,6,1900.0,19125.0
2,0,0,100.0,80000.0,0.0,4,0,25.0,1.0,8,80000,4,213800.0,1.0,3.0,2.0,1688.0,4,1470,42760.0,2500.0,1536.0,5,6,1920.0,19111.0
11,0,0,86.0,0.0,0.0,4,0,20.0,0.0,7,0,4,189000.0,0.0,0.0,3.0,743.0,4,1668,37800.0,1713.0,2220.0,6,6,1920.0,19144.0
3,0,0,90.0,75120.0,4880.0,4,0,15.0,0.0,7,80000,4,93900.0,1.0,3.0,2.0,1370.0,4,1769,13900.0,1350.0,1050.0,6,6,1925.0,19140.0
5,0,1,169.0,80000.0,0.0,4,0,17.0,1.0,7,80000,4,250000.0,2.0,3.0,1.0,3884.0,0,673,50000.0,2948.0,1528.0,0,6,1989.0,19114.0
3,0,0,73.0,0.0,0.0,4,0,12.0,0.0,8,0,4,82800.0,1.0,2.0,2.0,353.0,4,1258,16560.0,876.0,852.0,1,6,1920.0,19124.0
7,0,0,70.0,80000.0,0.0,4,0,15.0,1.0,7,80000,4,140000.0,1.0,3.0,2.0,4319.0,4,1133,28000.0,1050.0,1200.0,6,6,1953.0,19120.0
10,0,1,89.0,80000.0,0.0,4,0,32.0,1.0,9,80000,3,202000.0,1.0,3.0,1.0,2187.0,4,2819,40400.0,2845.0,1527.0,0,6,2009.0,19121.0
5,0,0,90.0,0.0,0.0,4,0,14.0,1.0,7,0,4,121100.0,1.0,3.0,2.0,655.0,4,1693,24220.0,1290.0,1070.0,6,6,1925.0,19139.0
5,0,0,100.0,0.0,0.0,4,0,15.0,1.0,7,0,4,91300.0,1.0,3.0,2.0,2666.0,4,3214,18200.0,1500.0,1110.0,6,6,1925.0,19142.0
7,1,0,105.0,0.0,0.0,4,0,16.0,1.0,7,0,4,187200.0,0.0,0.0,2.0,3157.0,4,962,37440.0,1680.0,1345.0,1,6,1941.0,19111.0
5,0,0,90.0,80000.0,0.0,4,0,20.0,0.0,7,80000,4,158300.0,1.0,3.0,2.0,5246.0,4,289,31600.0,1796.0,1360.0,6,6,1925.0,19142.0
5,0,1,100.0,80000.0,0.0,4,0,27.0,1.0,7,80000,4,288300.0,2.0,3.0,2.0,4302.0,4,2673,57660.0,2650.0,1572.0,0,6,1930.0,19111.0
7,0,0,68.0,80000.0,0.0,4,0,16.0,1.0,8,80000,4,128800.0,1.0,3.0,2.0,1093.0,4,510,25760.0,1088.0,1104.0,1,6,1925.0,19120.0
7,0,0,100.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,185500.0,1.0,3.0,2.0,2447.0,4,784,37100.0,1600.0,1296.0,6,6,1960.0,19136.0
11,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,7,80000,4,1087000.0,0.0,0.0,1.0,434.0,4,2368,108700.0,0.0,1850.0,6,2,1900.0,19103.0
3,0,0,47.0,119360.0,13340.0,4,0,14.0,0.0,7,0,4,149200.0,1.0,3.0,2.0,968.0,4,1927,16500.0,658.0,856.0,6,6,1925.0,19145.0
7,0,0,90.0,0.0,0.0,4,0,15.0,1.0,8,0,4,136100.0,1.0,3.0,2.0,2055.0,4,1349,27220.0,1350.0,1260.0,6,6,1945.0,19120.0
2,0,0,63.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,348200.0,1.0,3.0,2.0,1754.0,4,3129,69640.0,945.0,1200.0,6,6,1920.0,19130.0
3,0,0,79.0,0.0,0.0,4,0,16.0,0.0,7,0,4,253600.0,1.0,3.0,2.0,2276.0,4,23,50720.0,1255.0,1206.0,6,6,1939.0,19129.0
11,0,0,90.0,80000.0,0.0,4,0,25.0,0.0,7,80000,4,172900.0,1.0,3.0,2.0,1417.0,4,1124,34580.0,2250.0,1440.0,6,6,1950.0,19135.0
3,0,0,48.0,108400.0,0.0,4,0,14.0,0.0,8,0,4,179200.0,1.0,2.0,2.0,1748.0,4,2203,35840.0,668.0,919.0,6,6,1920.0,19148.0
5,0,1,111.0,0.0,0.0,4,0,16.0,1.0,7,0,4,176600.0,1.0,0.0,2.0,1841.0,4,2097,35320.0,1770.0,1120.0,6,3,1949.0,19151.0
5,0,1,179.0,0.0,0.0,4,0,25.0,1.0,7,0,4,324100.0,1.0,4.0,2.0,991.0,0,2338,64820.0,4604.0,1518.0,6,6,1953.0,19152.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,7,0,3,782000.0,0.0,3.0,1.0,170.0,4,3086,109400.0,0.0,2006.0,6,6,1900.0,19106.0
5,0,0,68.0,0.0,0.0,3,0,16.0,1.0,7,0,4,76300.0,1.0,3.0,1.0,2432.0,4,2963,15200.0,1101.0,1137.0,6,6,1925.0,19143.0
3,0,1,170.0,0.0,0.0,4,1,19.0,1.0,11,0,4,357000.0,2.0,4.0,3.0,4336.0,4,1096,71400.0,3145.0,1620.0,0,6,1925.0,19119.0
7,0,0,87.0,80000.0,0.0,3,0,15.0,1.0,7,80000,4,133500.0,1.0,3.0,2.0,3000.0,4,3095,26700.0,1306.0,1140.0,6,6,1940.0,19120.0
7,0,0,133.0,80000.0,0.0,4,0,31.0,1.0,7,80000,4,261000.0,2.0,3.0,2.0,3295.0,4,119,52200.0,4085.0,1684.0,1,6,1960.0,19119.0
2,0,1,100.0,0.0,0.0,4,0,15.0,0.0,15,0,3,279000.0,1.0,3.0,2.0,911.0,4,2361,55800.0,1499.0,1254.0,0,6,1930.0,19128.0
9,1,0,104.0,80000.0,0.0,4,0,55.0,0.0,7,80000,4,288400.0,0.0,0.0,2.0,282.0,4,131,57680.0,5720.0,2000.0,6,6,1960.0,19152.0
5,0,0,104.0,80000.0,0.0,4,0,26.0,1.0,7,80000,4,223200.0,0.0,0.0,2.0,1556.0,4,2053,44640.0,2721.0,1296.0,6,6,1961.0,19152.0
11,0,0,66.0,0.0,0.0,4,0,14.0,0.0,7,0,4,56200.0,1.0,3.0,2.0,1962.0,4,2385,11240.0,927.0,832.0,6,6,1925.0,19139.0
7,0,0,113.0,80000.0,0.0,4,0,20.0,1.0,7,80000,4,182800.0,2.0,4.0,2.0,4303.0,4,1587,36560.0,2260.0,1472.0,6,0,1965.0,19131.0
2,0,0,51.0,0.0,0.0,4,0,15.0,0.0,15,0,2,65900.0,1.0,3.0,2.0,1065.0,4,2647,13180.0,760.0,1050.0,6,6,1920.0,19134.0
3,0,1,66.0,80000.0,0.0,3,1,16.0,1.0,13,80000,3,675000.0,2.0,3.0,1.0,1027.0,4,3120,135000.0,1056.0,1868.0,0,6,2007.0,19146.0
5,0,0,65.0,65400.0,14600.0,4,0,16.0,1.0,7,80000,4,81700.0,1.0,3.0,2.0,5219.0,4,796,1700.0,1061.0,1102.0,6,6,1920.0,19142.0
2,0,0,120.0,80000.0,0.0,4,0,19.0,1.0,7,80000,4,244400.0,1.0,3.0,2.0,1330.0,4,2562,48880.0,2263.0,1184.0,1,6,1930.0,19128.0
7,0,0,71.0,0.0,0.0,4,0,15.0,1.0,7,0,4,117600.0,1.0,3.0,2.0,1036.0,4,458,23520.0,1058.0,984.0,1,6,1950.0,19120.0
11,0,0,66.0,77280.0,2720.0,2,0,15.0,0.0,8,80000,4,96600.0,1.0,3.0,2.0,582.0,4,2594,16600.0,1023.0,1318.0,6,6,1925.0,19138.0
11,0,0,65.0,0.0,0.0,4,0,14.0,0.0,7,0,4,98300.0,1.0,3.0,2.0,1605.0,4,2422,19660.0,910.0,1120.0,6,6,1930.0,19120.0
7,0,0,65.0,69120.0,10880.0,4,0,16.0,1.0,7,80000,4,86400.0,1.0,3.0,2.0,4211.0,4,1349,6400.0,1040.0,992.0,6,6,1951.0,19120.0
3,0,0,87.0,70160.0,9840.0,4,0,15.0,0.0,7,80000,4,87700.0,1.0,3.0,2.0,825.0,4,1778,7700.0,1305.0,1500.0,6,6,1925.0,19140.0
8,0,0,55.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,120100.0,1.0,3.0,2.0,3988.0,4,3136,24020.0,990.0,1080.0,6,6,1920.0,19145.0
11,0,0,110.0,80000.0,0.0,4,0,20.0,0.0,7,80000,4,138100.0,1.0,3.0,2.0,1966.0,4,2581,27620.0,2200.0,1350.0,6,6,1930.0,19120.0
12,0,1,93.0,80000.0,0.0,4,0,16.0,0.0,11,80000,2,245100.0,1.0,3.0,3.0,2196.0,4,1142,49020.0,1480.0,1440.0,0,6,1925.0,19119.0
6,0,1,49.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,305400.0,1.0,4.0,3.0,758.0,4,2960,61080.0,780.0,1600.0,0,6,1915.0,19147.0
3,1,0,100.0,0.0,0.0,4,0,25.0,0.0,11,0,4,259000.0,3.0,4.0,2.0,2226.0,4,23,38800.0,2500.0,2014.0,1,6,1938.0,19129.0
3,1,0,65.0,43657.36,0.0,4,0,58.0,0.0,8,43657,4,639200.0,0.0,0.0,2.0,2604.0,4,3098,127840.0,3770.0,8432.0,6,6,1929.0,19148.0
11,0,0,75.0,0.0,0.0,4,0,16.0,0.0,8,0,4,80400.0,1.0,3.0,2.0,1063.0,4,396,16080.0,1200.0,1348.0,6,6,1930.0,19140.0
7,0,0,100.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,155700.0,1.0,3.0,2.0,4224.0,4,1985,31140.0,1600.0,1800.0,0,6,1925.0,19141.0
11,0,1,100.0,0.0,0.0,4,0,16.0,0.0,7,0,4,170500.0,1.0,0.0,2.0,2597.0,4,2174,34100.0,1603.0,1120.0,6,6,1949.0,19151.0
11,0,0,60.0,45120.0,11280.0,4,0,15.0,0.0,7,56400,4,56400.0,1.0,3.0,2.0,1110.0,4,2513,0.0,895.0,1200.0,6,6,1915.0,19132.0
3,1,1,87.0,0.0,0.0,4,0,19.0,0.0,7,0,4,203400.0,0.0,0.0,2.0,112.0,4,2274,40680.0,1682.0,1586.0,6,6,1900.0,19144.0
3,0,0,110.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,162400.0,1.0,3.0,2.0,4033.0,4,1524,32480.0,1771.0,1136.0,6,6,1955.0,19124.0
11,0,0,74.0,0.0,0.0,4,0,16.0,0.0,7,0,4,89300.0,0.0,0.0,3.0,1162.0,4,2700,17860.0,1184.0,2166.0,6,6,1915.0,19121.0
3,0,0,98.0,80000.0,0.0,4,0,18.0,0.0,7,80000,4,198700.0,1.0,4.0,2.0,5291.0,4,1846,39700.0,1764.0,1680.0,6,6,1965.0,19153.0
1,0,1,52.0,80000.0,0.0,4,0,14.0,0.0,7,80000,4,231700.0,1.0,3.0,2.0,1479.0,4,197,46340.0,728.0,1046.0,6,6,1920.0,19145.0
11,0,0,54.0,80000.0,0.0,4,0,24.0,0.0,7,80000,4,116000.0,1.0,3.0,2.0,883.0,4,145,23200.0,1289.0,1248.0,6,6,1930.0,19144.0
7,0,1,108.0,0.0,0.0,4,0,16.0,1.0,7,0,4,185900.0,1.0,3.0,2.0,3332.0,4,2526,37180.0,1758.0,1110.0,0,6,1950.0,19150.0
5,0,0,65.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,166100.0,1.0,3.0,2.0,3433.0,4,2168,33220.0,1157.0,1350.0,6,6,1925.0,19138.0
11,0,1,107.0,0.0,0.0,4,0,20.0,0.0,7,0,4,145700.0,0.0,0.0,2.0,560.0,4,1582,29140.0,2134.0,1290.0,6,6,1930.0,19120.0
9,0,0,138.0,80000.0,0.0,3,1,15.0,0.0,15,80000,3,283000.0,1.0,3.0,2.0,4038.0,4,1886,56600.0,2063.0,1320.0,1,6,1900.0,19128.0
11,1,0,105.0,0.0,0.0,4,0,16.0,0.0,7,0,4,267500.0,0.0,0.0,3.0,1853.0,4,2895,53500.0,1680.0,2289.0,6,6,1925.0,19143.0
11,0,0,65.0,50600.0,12600.0,4,0,15.0,0.0,7,63200,4,63200.0,1.0,3.0,2.0,542.0,4,2107,0.0,969.0,1184.0,6,6,1915.0,19121.0
0,0,1,241.0,0.0,0.0,4,0,90.0,1.0,7,0,3,378800.0,2.0,4.0,1.0,7508.0,1,2675,75760.0,56610.0,1690.0,0,6,1965.0,19115.0
7,0,1,58.0,80000.0,0.0,3,0,16.0,1.0,15,80000,3,484700.0,1.0,3.0,2.0,2322.0,4,2137,96940.0,933.0,1690.0,0,6,1980.0,19130.0
3,0,1,47.0,0.0,0.0,2,0,16.0,0.0,7,0,3,109600.0,1.0,2.0,2.0,2531.0,4,184,21920.0,752.0,1024.0,0,6,1925.0,19132.0
0,0,1,85.0,0.0,0.0,4,0,16.0,0.0,7,0,4,155900.0,1.0,3.0,2.0,2475.0,4,49,31180.0,1374.0,960.0,0,6,1950.0,19135.0
0,0,1,50.0,270000.0,0.0,2,0,14.0,0.0,7,80000,2,520000.0,2.0,3.0,3.0,794.0,4,381,104000.0,697.0,1479.0,6,6,1920.0,19130.0
6,0,0,94.0,80000.0,0.0,4,0,25.0,1.0,7,80000,3,137900.0,1.0,3.0,2.0,2061.0,4,402,27580.0,2324.0,1120.0,0,6,1950.0,19120.0
11,0,0,220.0,80000.0,0.0,4,0,53.0,1.0,11,80000,4,373000.0,0.0,0.0,2.0,3166.0,4,375,74600.0,11576.0,2582.0,6,0,1925.0,19131.0
3,0,0,35.0,0.0,0.0,4,0,16.0,0.0,12,0,4,191400.0,1.0,3.0,2.0,689.0,4,78,38280.0,560.0,1024.0,6,6,1875.0,19125.0
11,0,1,0.0,0.0,0.0,3,0,0.0,1.0,7,0,3,464200.0,0.0,2.0,1.0,620.0,4,2862,64900.0,0.0,1204.0,6,6,2006.0,19106.0
7,0,0,90.0,80000.0,0.0,4,0,20.0,1.0,7,80000,4,256800.0,1.0,3.0,2.0,9431.0,4,1311,51360.0,1797.0,1360.0,6,6,1973.0,19154.0
5,0,0,78.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,145500.0,1.0,3.0,2.0,1469.0,4,156,29100.0,1240.0,1024.0,6,6,1925.0,19151.0
3,0,0,84.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,100000.0,1.0,3.0,2.0,2083.0,4,2709,20000.0,1260.0,1410.0,1,6,1915.0,19141.0
5,0,0,89.0,0.0,0.0,5,0,16.0,1.0,7,0,4,207200.0,1.0,3.0,1.0,1476.0,4,911,41440.0,1424.0,1292.0,6,0,1950.0,19149.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,528000.0,0.0,0.0,1.0,434.0,4,2368,52800.0,0.0,1100.0,6,2,1952.0,19103.0
11,0,0,77.0,57280.0,14320.0,3,0,15.0,0.0,7,71600,4,71600.0,1.0,3.0,2.0,1061.0,4,1502,0.0,1155.0,1020.0,6,5,1935.0,19134.0
7,0,0,110.0,80000.0,0.0,4,0,85.0,1.0,7,80000,4,282800.0,0.0,0.0,2.0,2561.0,4,50,56560.0,9350.0,1768.0,6,6,1958.0,19152.0
11,0,0,46.0,0.0,0.0,4,0,14.0,0.0,7,0,4,110100.0,1.0,3.0,2.0,1004.0,4,20,22020.0,637.0,868.0,6,6,1925.0,19134.0
1,0,1,48.0,80000.0,0.0,4,0,14.0,0.0,7,80000,3,257200.0,1.0,3.0,2.0,2504.0,4,429,51440.0,672.0,1096.0,0,6,1920.0,19148.0
11,0,0,67.0,20880.0,5220.0,7,0,16.0,0.0,7,26100,7,26100.0,1.0,4.0,2.0,1850.0,4,3115,0.0,1072.0,1612.0,6,6,1915.0,19132.0
5,0,0,75.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,158200.0,1.0,3.0,2.0,2172.0,4,766,31640.0,1365.0,1206.0,0,6,1950.0,19149.0
7,0,0,100.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,140500.0,1.0,3.0,2.0,1825.0,4,1046,28100.0,1583.0,1266.0,6,6,1945.0,19120.0
7,1,1,135.0,80000.0,0.0,4,0,22.0,2.0,7,80000,4,340200.0,0.0,4.0,1.0,5903.0,1,649,68040.0,2970.0,2078.0,6,6,1958.0,19131.0
0,0,0,76.0,0.0,0.0,4,0,14.0,1.0,7,0,4,130300.0,1.0,3.0,2.0,4015.0,4,3119,26060.0,1064.0,1028.0,1,6,1940.0,19138.0
10,0,0,120.0,0.0,0.0,4,0,16.0,0.0,7,0,4,271300.0,1.0,3.0,2.0,433.0,4,2757,54200.0,1920.0,1280.0,4,6,1982.0,19121.0
11,0,1,0.0,0.0,0.0,3,0,0.0,0.0,7,0,4,180900.0,0.0,0.0,1.0,4.0,4,522,16300.0,0.0,925.0,6,0,1920.0,19107.0
11,0,0,80.0,80000.0,0.0,4,0,20.0,0.0,7,80000,4,147300.0,1.0,4.0,2.0,1515.0,4,475,29460.0,1600.0,1560.0,6,6,1925.0,19143.0
11,0,0,70.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,108600.0,1.0,3.0,2.0,3589.0,4,2235,21720.0,1141.0,846.0,1,6,1925.0,19138.0
7,0,0,92.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,159800.0,1.0,3.0,2.0,1990.0,4,3115,31960.0,1472.0,1308.0,6,6,1925.0,19126.0
7,1,0,64.0,0.0,0.0,4,0,26.0,2.0,7,0,4,203400.0,2.0,2.0,2.0,1652.0,4,282,40680.0,1684.0,1320.0,1,6,1925.0,19120.0
5,0,0,105.0,0.0,0.0,4,0,16.0,1.0,7,0,4,205900.0,1.0,3.0,2.0,1960.0,4,1045,41180.0,1710.0,1170.0,0,6,1950.0,19149.0
10,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,13,80000,3,282400.0,1.0,0.0,1.0,392.0,4,3108,42300.0,0.0,612.0,6,6,1900.0,19107.0
2,0,1,85.0,0.0,0.0,4,0,18.0,0.0,11,80000,3,304500.0,1.0,3.0,2.0,733.0,4,2525,60900.0,1488.0,1536.0,0,0,1910.0,19127.0
7,0,1,109.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,217700.0,1.0,3.0,2.0,2344.0,4,1514,43540.0,1713.0,1152.0,0,6,1950.0,19149.0
11,0,0,52.0,0.0,0.0,7,0,15.0,0.0,7,0,7,46600.0,1.0,3.0,2.0,714.0,4,2006,9320.0,790.0,1284.0,6,6,1915.0,19121.0
11,0,0,107.0,80000.0,0.0,4,0,20.0,1.0,7,0,4,142100.0,1.0,4.0,2.0,2479.0,4,3099,28420.0,2090.0,1740.0,6,2,1920.0,19140.0
7,0,0,60.0,80000.0,0.0,4,0,15.0,1.0,7,80000,4,145300.0,1.0,3.0,2.0,4044.0,4,2868,29060.0,900.0,1260.0,6,6,1950.0,19136.0
3,0,0,64.0,80000.0,0.0,4,0,25.0,0.0,7,80000,4,477500.0,0.0,0.0,3.0,1260.0,4,2597,95500.0,1609.0,2328.0,6,6,1925.0,19104.0
5,0,0,108.0,80000.0,0.0,5,0,34.0,0.0,7,80000,4,276100.0,1.0,4.0,2.0,2212.0,4,554,55220.0,3724.0,1722.0,6,6,1960.0,19115.0
7,0,0,69.0,80000.0,0.0,4,0,15.0,1.0,7,80000,4,146400.0,1.0,3.0,2.0,885.0,4,3062,29280.0,1034.0,1206.0,1,6,1925.0,19138.0
11,0,0,49.0,0.0,0.0,4,0,14.0,0.0,7,0,4,57100.0,1.0,3.0,2.0,664.0,4,1647,11420.0,690.0,1008.0,6,6,1920.0,19133.0
7,0,0,65.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,132300.0,1.0,3.0,2.0,3532.0,4,984,26460.0,1170.0,1188.0,6,6,1935.0,19120.0
11,0,0,68.0,64560.0,15440.0,4,0,15.0,0.0,7,80000,4,80700.0,1.0,3.0,2.0,1217.0,4,1372,700.0,1037.0,1296.0,6,6,1925.0,19133.0
3,0,0,50.0,0.0,0.0,7,0,15.0,0.0,7,0,4,53800.0,1.0,3.0,2.0,1327.0,4,1715,10760.0,750.0,1110.0,6,6,1920.0,19134.0
0,0,1,157.0,80000.0,0.0,4,0,18.0,0.0,7,80000,4,226800.0,1.0,3.0,2.0,4472.0,4,1338,45360.0,2826.0,1152.0,0,6,1972.0,19154.0
5,0,0,125.0,80000.0,0.0,4,0,20.0,1.0,11,80000,4,158000.0,1.0,4.0,2.0,4297.0,4,3063,31600.0,2458.0,1580.0,6,6,1920.0,19131.0
2,0,0,100.0,0.0,0.0,4,0,25.0,0.0,7,0,4,233500.0,1.0,3.0,2.0,847.0,0,2053,46700.0,2586.0,1440.0,6,6,1960.0,19111.0
11,0,0,43.0,0.0,0.0,5,0,15.0,0.0,7,0,7,20700.0,1.0,3.0,2.0,1214.0,4,736,4140.0,638.0,900.0,6,6,1925.0,19139.0
11,0,1,0.0,0.0,0.0,3,0,0.0,0.0,13,0,3,191700.0,0.0,2.0,1.0,887.0,5,452,28800.0,0.0,746.0,6,6,1925.0,19146.0
5,0,0,157.0,0.0,0.0,3,0,16.0,1.0,7,0,4,176800.0,1.0,3.0,2.0,5141.0,1,546,35360.0,2512.0,1152.0,6,6,1955.0,19120.0
2,1,0,123.0,61650.0,0.0,4,0,30.0,0.0,12,61650,4,123300.0,6.0,6.0,2.0,2763.0,4,2422,24600.0,3690.0,2327.0,6,6,1925.0,19144.0
5,0,0,100.0,80000.0,0.0,4,0,18.0,1.0,7,0,4,170400.0,1.0,3.0,2.0,4394.0,4,2892,34080.0,1800.0,1296.0,6,6,1955.0,19120.0
3,0,0,96.0,80000.0,0.0,4,0,23.0,0.0,7,80000,4,225300.0,0.0,0.0,3.0,1289.0,4,359,45060.0,2208.0,2255.0,6,6,1920.0,19126.0
11,0,0,44.0,56800.0,14200.0,4,0,15.0,0.0,7,71000,4,71000.0,1.0,3.0,2.0,602.0,4,652,0.0,641.0,863.0,6,5,1940.0,19140.0
3,1,0,101.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,148800.0,0.0,0.0,2.0,3009.0,4,262,29700.0,1619.0,1488.0,6,0,1920.0,19131.0
7,0,1,108.0,80000.0,0.0,4,0,29.0,1.0,7,80000,4,223700.0,0.0,0.0,1.0,1617.0,4,905,44740.0,3064.0,1025.0,0,6,1960.0,19152.0
3,0,0,60.0,0.0,0.0,4,0,14.0,0.0,7,0,4,61900.0,1.0,3.0,2.0,1520.0,4,2481,12380.0,865.0,1010.0,6,6,1925.0,19140.0
11,0,0,64.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,100600.0,1.0,3.0,2.0,2700.0,4,3225,20100.0,1024.0,1008.0,6,6,1920.0,19142.0
11,0,0,60.0,0.0,0.0,2,0,18.0,0.0,7,0,2,483700.0,3.0,5.0,3.0,1504.0,0,3139,96700.0,886.0,1884.0,6,6,1915.0,19121.0
3,0,0,100.0,80000.0,0.0,4,0,20.0,0.0,11,80000,4,175800.0,2.0,4.0,3.0,1354.0,4,2240,35160.0,1997.0,1700.0,1,6,1915.0,19144.0
2,0,0,100.0,0.0,0.0,3,0,12.0,0.0,7,80000,4,200800.0,1.0,1.0,2.0,366.0,4,2744,40160.0,1186.0,878.0,1,6,1910.0,19128.0
3,0,0,160.0,0.0,0.0,3,0,31.0,2.0,8,0,4,295800.0,0.0,0.0,2.0,1431.0,4,2346,59160.0,4900.0,2596.0,6,6,1925.0,19137.0
5,0,0,80.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,122300.0,1.0,3.0,2.0,2452.0,4,2364,24460.0,1286.0,1164.0,6,3,1930.0,19120.0
7,0,1,110.0,0.0,0.0,4,0,24.0,1.0,7,0,4,235700.0,2.0,3.0,2.0,2151.0,4,351,47140.0,2672.0,1412.0,0,6,1950.0,19111.0
3,0,0,100.0,70100.0,9900.0,4,0,15.0,0.0,7,80000,4,87600.0,1.0,3.0,2.0,156.0,4,2828,7600.0,1500.0,1200.0,6,6,1940.0,19143.0
3,0,0,62.0,45600.0,11400.0,4,0,16.0,0.0,8,57000,4,57000.0,1.0,3.0,2.0,1200.0,4,1322,0.0,969.0,1134.0,6,6,1920.0,19134.0
3,0,0,46.0,80000.0,0.0,4,0,14.0,0.0,7,80000,4,125800.0,1.0,3.0,2.0,301.0,4,1799,25160.0,639.0,798.0,1,6,1900.0,19144.0
7,1,0,84.0,0.0,0.0,4,0,20.0,2.0,7,0,4,157000.0,0.0,0.0,2.0,4828.0,4,1778,31400.0,1681.0,1292.0,6,6,1945.0,19141.0
3,0,0,68.0,80000.0,0.0,4,0,14.0,0.0,7,80000,4,195500.0,1.0,3.0,2.0,1729.0,4,1388,39100.0,940.0,1164.0,6,6,1925.0,19134.0
